rank,name,networth,age,country,longitude,latitude,source,industry
296,Blair Parry-Okeden ,7.8,71,United States of America,-95.712891,37.09024,"media, automotive",Media & Entertainment 
296,Tsai Eng-meng ,7.8,65,Taiwan,120.960515,23.69781,"food, beverages",Food & Beverage 
304,Bajaj siblings ,7.7,64,India,78.96288,20.593684,"two-wheelers, finance",Automotive 
304,Ashwin Dani & family ,7.7,79,India,78.96288,20.593684,paints,Manufacturing 
304,Ding Shijia ,7.7,58,China,104.195397,35.86166,sports apparel,Fashion & Retail 
304,Karel Komarek ,7.7,53,Czechia,#N/A,#N/A,"oil and gas, IT, lotteries",Gambling & Casinos 
304,Henry Kravis ,7.7,78,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
304,Frederik Paulsen ,7.7,71,Sweden,18.643501,60.128161,health care,Healthcare 
304,Safra siblings ,7.7,64,Brazil,-51.92528,-14.235004,banking,Finance & Investments 
304,Nassef Sawiris ,7.7,61,Egypt,30.802498,26.820553,"construction, investments",Construction & Engineering 
304,Xu Shihui ,7.7,64,China,104.195397,35.86166,"snacks, beverages",Food & Beverage 
313,Rahel Blocher ,7.6,46,Switzerland,8.227512,46.818188,chemicals,Manufacturing 
313,Shahid Khan ,7.6,71,United States of America,-95.712891,37.09024,auto parts,Automotive 
313,Magdalena Martullo-Blocher ,7.6,53,Switzerland,8.227512,46.818188,chemicals,Manufacturing 
316,Vincent Bolloré & family ,7.5,70,France,2.213749,46.227638,investments,Finance & Investments 
316,Jeffery Hildebrand ,7.5,63,United States of America,-95.712891,37.09024,oil,Energy 
316,Michael Kim ,7.5,58,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
316,Richard Kinder ,7.5,77,United States of America,-95.712891,37.09024,pipelines,Energy 
316,David Shaw ,7.5,71,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
321,John Malone ,7.4,81,United States of America,-95.712891,37.09024,cable television,Media & Entertainment 
321,Vicky Safra ,7.4,69,Greece,21.824312,39.074208,banking,Finance & Investments 
321,Tim Sweeney ,7.4,51,United States of America,-95.712891,37.09024,video games,Media & Entertainment 
324,Mike Adenuga ,7.3,68,Nigeria,8.675277,9.081999,"telecom, oil",Diversified 
324,David Green & family ,7.3,80,United States of America,-95.712891,37.09024,retail,Fashion & Retail 
324,"Paul Tudor Jones, II. ",7.3,67,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
324,Yuri Milner ,7.3,60,Israel,34.851612,31.046051,tech investments,Finance & Investments 
324,Henry Samueli ,7.3,67,United States of America,-95.712891,37.09024,semiconductors,Technology 
324,Patrick Soon-Shiong ,7.3,69,United States of America,-95.712891,37.09024,pharmaceuticals,Healthcare 
330,Antonia Ax:son Johnson & family ,7.2,78,Sweden,18.643501,60.128161,diversified,Diversified 
330,Michael Kadoorie ,7.2,80,Hong Kong,114.109497,22.396428,"hotels, energy",Energy 
330,Lin Shu-hong ,7.2,93,Taiwan,120.960515,23.69781,petrochemicals,Manufacturing 
330,Niels Peter Louis-Hansen ,7.2,74,Denmark,9.501785,56.26392,medical devices,Healthcare 
330,Reinhold Schmieding ,7.2,67,United States of America,-95.712891,37.09024,medical devices,Healthcare 
330,Wee Cho Yaw ,7.2,93,Singapore,103.819836,1.352083,banking,Finance & Investments 
336,Silvio Berlusconi & family ,7.1,85,Italy,12.56738,41.87194,media,Diversified 
336,Arthur Blank ,7.1,79,United States of America,-95.712891,37.09024,Home Depot,Sports 
336,Qian Dongqi & family ,7.1,64,China,104.195397,35.86166,home-cleaning robots,Manufacturing 
336,J. Christopher Reyes ,7.1,68,United States of America,-95.712891,37.09024,food distribution,Food & Beverage 
336,Jude Reyes ,7.1,66,United States of America,-95.712891,37.09024,food distribution,Food & Beverage 
336,Nik Storonsky ,7.1,37,United Kingdom,-3.435973,55.378051,fintech,Finance & Investments 
336,Zhou Qunfei & family ,7.1,52,Hong Kong,114.109497,22.396428,smartphone screens,Technology 
343,Deng Weiming & family ,7,53,China,104.195397,35.86166,battery components,Manufacturing 
343,Judy Faulkner ,7,78,United States of America,-95.712891,37.09024,health IT,Technology 
343,Robin Li ,7,53,China,104.195397,35.86166,internet search,Technology 
343,Carrie Perrodo & family ,7,71,France,2.213749,46.227638,oil,Energy 
343,David Reuben ,7,83,United Kingdom,-3.435973,55.378051,"investments, real estate",Real Estate 
343,Simon Reuben ,7,80,United Kingdom,-3.435973,55.378051,"real estate, investments",Diversified 
343,Seo Jung-jin ,7,64,South Korea,127.766922,35.907757,biotech,Healthcare 
350,Roman Abramovich ,6.9,55,Russia,105.318756,61.52401,"steel, investments",Diversified 
350,Micky Arison ,6.9,72,United States of America,-95.712891,37.09024,Carnival Cruises,Service 
350,Edythe Broad & family ,6.9,86,United States of America,-95.712891,37.09024,"homebuilding, insurance",Diversified 
350,Terry Gou ,6.9,71,Taiwan,120.960515,23.69781,electronics,Technology 
350,Jiang Bin ,6.9,55,China,104.195397,35.86166,acoustic components,Technology 
350,Vinod Khosla ,6.9,67,United States of America,-95.712891,37.09024,venture capital,Technology 
350,Ralph Lauren ,6.9,82,United States of America,-95.712891,37.09024,apparel,Fashion & Retail 
350,Douglas Leone ,6.9,64,United States of America,-95.712891,37.09024,venture capital,Finance & Investments 
350,Lucia Maggi & family ,6.9,89,Brazil,-51.92528,-14.235004,agribusiness,Diversified 
350,Horst Julius Pudwill ,6.9,77,Germany,10.451526,51.165691,manufacturing,Manufacturing 
350,Abdulsamad Rabiu ,6.9,61,Nigeria,8.675277,9.081999,"cement, sugar",Diversified 
350,Harry Stine ,6.9,80,United States of America,-95.712891,37.09024,agriculture,Food & Beverage 
350,Dennis Washington ,6.9,87,United States of America,-95.712891,37.09024,"construction, mining",Logistics 
363,Hasmukh Chudgar & family ,6.8,88,India,78.96288,20.593684,pharmaceuticals,Healthcare 
363,Stanley Druckenmiller ,6.8,68,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
363,Jonathan Gray ,6.8,52,United States of America,-95.712891,37.09024,investments,Finance & Investments 
363,Kwon Hyuk-bin ,6.8,48,South Korea,127.766922,35.907757,online games,Technology 
363,Frank Lowy ,6.8,91,Australia,133.775136,-25.274398,shopping malls,Real Estate 
363,Ronda Stryker ,6.8,67,United States of America,-95.712891,37.09024,medical equipment,Healthcare 
369,Alejandro Bailleres Gual & siblings ,6.7,61,Mexico,-102.552784,23.634501,mining,Diversified 
369,Benu Gopal Bangur ,6.7,90,India,78.96288,20.593684,cement,Manufacturing 
369,James Goodnight ,6.7,79,United States of America,-95.712891,37.09024,software,Technology 
369,Alain Merieux & family ,6.7,84,France,2.213749,46.227638,pharmaceuticals,Healthcare 
369,Enrique Razon Jr. ,6.7,62,Philippines,121.774017,12.879721,ports,Logistics 
369,Robert F. Smith ,6.7,59,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
375,Brian Armstrong ,6.6,39,United States of America,-95.712891,37.09024,cryptocurrency,Finance & Investments 
375,Dannine Avara ,6.6,58,United States of America,-95.712891,37.09024,pipelines,Energy 
375,Patrick Drahi ,6.6,58,France,2.213749,46.227638,telecom,Telecom 
375,Scott Duncan ,6.6,39,United States of America,-95.712891,37.09024,pipelines,Energy 
375,Milane Frantz ,6.6,52,United States of America,-95.712891,37.09024,pipelines,Energy 
375,Andreas Halvorsen ,6.6,60,Norway,8.468946,60.472024,hedge funds,Finance & Investments 
375,Law Kar Po ,6.6,73,Hong Kong,114.109497,22.396428,real estate,Real Estate 
375,Nicolas Puech ,6.6,79,France,2.213749,46.227638,Hermes,Fashion & Retail 
375,Viktor Rashnikov ,6.6,73,Russia,105.318756,61.52401,steel,Manufacturing 
375,Dmitry Rybolovlev ,6.6,55,Russia,105.318756,61.52401,fertilizer,Manufacturing 
375,Randa Duncan Williams ,6.6,60,United States of America,-95.712891,37.09024,pipelines,Energy 
386,Chen Jianhua ,6.5,51,China,104.195397,35.86166,chemicals,Manufacturing 
386,John Grayken ,6.5,65,Ireland,-8.24389,53.41291,private equity,Finance & Investments 
386,Ray Lee Hunt ,6.5,78,United States of America,-95.712891,37.09024,"oil, real estate",Energy 
386,Philippe Laffont ,6.5,54,United States of America,-95.712891,37.09024,hedge fund,Finance & Investments 
386,"Henry Nicholas, III. ",6.5,62,United States of America,-95.712891,37.09024,semiconductors,Technology 
386,Axel Oberwelland & siblings ,6.5,55,Germany,10.451526,51.165691,candy,Food & Beverage 
386,Cliff Obrecht ,6.5,36,Australia,133.775136,-25.274398,software,Technology 
386,John Overdeck ,6.5,52,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
386,Melanie Perkins ,6.5,34,Australia,133.775136,-25.274398,software,Technology 
386,Ruan Hongliang & family ,6.5,61,China,104.195397,35.86166,glass,Manufacturing 
386,David Siegel ,6.5,60,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
386,David Velez ,6.5,40,Colombia,-74.297333,4.570868,fintech,Finance & Investments 
398,Juergen Blickle ,6.4,75,Germany,10.451526,51.165691,auto parts,Manufacturing 
398,Cheng Xue ,6.4,52,China,104.195397,35.86166,soy sauce,Food & Beverage 
398,Jack Dangermond ,6.4,76,United States of America,-95.712891,37.09024,mapping software,Technology 
398,Jiang Weiping & family ,6.4,67,China,104.195397,35.86166,chemicals,Manufacturing 
398,Takahisa Takahara ,6.4,60,Japan,138.252924,36.204824,personal care goods,Fashion & Retail 
403,Orlando Bravo ,6.3,51,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
403,Hong Ra-hee ,6.3,76,South Korea,127.766922,35.907757,Samsung,Technology 
403,"Edward Johnson, IV. ",6.3,57,United States of America,-95.712891,37.09024,money management,Finance & Investments 
403,Li Xiaohua & family ,6.3,60,China,104.195397,35.86166,packaging,Manufacturing 
403,Sri Prakash Lohia ,6.3,69,Indonesia,113.921327,-0.789275,petrochemicals,Manufacturing 
403,Miao Hangen ,6.3,57,China,104.195397,35.86166,"textiles, petrochemicals",Diversified 
403,Bobby Murphy ,6.3,33,United States of America,-95.712891,37.09024,Snapchat,Technology 
403,Wu Jianshu ,6.3,58,Hong Kong,114.109497,22.396428,auto parts,Automotive 
411,Maria Asuncion Aramburuzabala & family ,6.2,58,Mexico,-102.552784,23.634501,"beer, investments",Food & Beverage 
411,Melinda French Gates ,6.2,57,United States of America,-95.712891,37.09024,Microsoft,Technology 
411,Bruce Kovner ,6.2,77,United States of America,-95.712891,37.09024,hedge funds,Finance & Investments 
411,Pham Nhat Vuong ,6.2,53,Vietnam,108.277199,14.058324,diversified,Diversified 
411,Michal Solowow ,6.2,59,Poland,19.145136,51.919438,investments,Finance & Investments 
411,Leonard Stern ,6.2,84,United States of America,-95.712891,37.09024,real estate,Real Estate 
411,Stef Wertheimer & family ,6.2,95,Israel,34.851612,31.046051,metalworking tools,Manufacturing 
418,Rocco Commisso ,6.1,72,United States of America,-95.712891,37.09024,telecom,Telecom 
418,Jack Dorsey ,6.1,45,United States of America,-95.712891,37.09024,"Twitter, Square",Technology 
418,Lin Li ,6.1,58,China,104.195397,35.86166,investments,Finance & Investments 
418,George Lucas ,6.1,77,United States of America,-95.712891,37.09024,Star Wars,Media & Entertainment 
418,Evan Spiegel ,6.1,31,United States of America,-95.712891,37.09024,Snapchat,Technology 
418,Zhao Yan ,6.1,55,China,104.195397,35.86166,biotech,Diversified 
424,Tom Gores ,6,57,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
424,Leo Koguan ,6,67,United States of America,-95.712891,37.09024,IT provider,Technology 
424,Alexei Kuzmichev ,6,59,Russia,105.318756,61.52401,"oil, banking, telecom",Energy 
424,Fredrik Lundberg ,6,70,Sweden,18.643501,60.128161,"real estate, investments",Real Estate 
424,John Morris ,6,74,United States of America,-95.712891,37.09024,sporting goods retail,Fashion & Retail 
424,Ivar Tollefsen ,6,60,Norway,8.468946,60.472024,real estate,Real Estate 
424,"John, Alan & Bruce Wilson ",6,64,Australia,133.775136,-25.274398,retailing,Fashion & Retail 
431,Stephen Bisciotti ,5.9,61,United States of America,-95.712891,37.09024,"staffing, Baltimore Ravens",Sports 
431,Mahendra Choksi & family ,5.9,80,India,78.96288,20.593684,paints,Manufacturing 
431,Jian Jun ,5.9,58,China,104.195397,35.86166,biomedical products,Healthcare 
431,Barry Lam ,5.9,72,Taiwan,120.960515,23.69781,electronics,Technology 
431,Michael Moritz ,5.9,67,United States of America,-95.712891,37.09024,venture capital,Technology 
431,Teh Hong Piow ,5.9,92,Malaysia,101.975766,4.210484,banking,Finance & Investments 
431,Gary Wang ,5.9,28,United States of America,-95.712891,37.09024,cryptocurrency exchange,Finance & Investments 
438,Andre Esteves ,5.8,53,Brazil,-51.92528,-14.235004,banking,Finance & Investments 
438,Joshua Harris ,5.8,57,United States of America,-95.712891,37.09024,private equity,Finance & Investments 
438,Rakesh Jhunjhunwala ,5.8,61,India,78.96288,20.593684,investments,Finance & Investments 
438,Ken Langone ,5.8,86,United States of America,-95.712891,37.09024,investments,Finance & Investments 
438,Ludwig Merckle ,5.8,57,Germany,10.451526,51.165691,pharmaceuticals,Finance & Investments 
438,Sandra Ortega Mera ,5.8,53,Spain,-3.74922,40.463667,Zara,Fashion & Retail 
438,Terrence Pegula ,5.8,71,United States of America,-95.712891,37.09024,natural gas,Energy 
438,Karen Pritzker ,5.8,64,United States of America,-95.712891,37.09024,"hotels, investments",Finance & Investments 
438,Mitchell Rales ,5.8,65,United States of America,-95.712891,37.09024,"manufacturing, investments",Manufacturing 
438,Wolfgang Reimann ,5.8,69,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
438,Matthias Reimann-Andersen ,5.8,57,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
438,Stefan Reimann-Andersen ,5.8,58,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
438,Renate Reimann-Haas ,5.8,70,Germany,10.451526,51.165691,consumer goods,Fashion & Retail 
438,Ruan Liping ,5.8,58,Hong Kong,114.109497,22.396428,power strips,Manufacturing 
438,Ruan Xueping ,5.8,50,Hong Kong,114.109497,22.396428,power strip,Manufacturing 
438,Charles Simonyi ,5.8,73,United States of America,-95.712891,37.09024,Microsoft,Technology 
438,John A. Sobrato & family ,5.8,82,United States of America,-95.712891,37.09024,real estate,Real Estate 
438,David Steward ,5.8,70,United States of America,-95.712891,37.09024,IT provider,Technology 
438,Radovan Vitek ,5.8,50,Czechia,#N/A,#N/A,real estate,Real Estate 
438,Les Wexner & family ,5.8,84,United States of America,-95.712891,37.09024,retail,Fashion & Retail 
438,Aloys Wobben ,5.8,70,Germany,10.451526,51.165691,wind turbines,Energy 
438,Sam Zell ,5.8,80,United States of America,-95.712891,37.09024,"real estate, private equity",Real Estate 
460,Anthony Bamford & family ,5.7,76,United Kingdom,-3.435973,55.378051,construction equipment,Construction & Engineering 
460,Rainer Blickle ,5.7,74,Germany,10.451526,51.165691,auto parts,Manufacturing 
460,Clive Calder ,5.7,75,United Kingdom,-3.435973,55.378051,record label,Media & Entertainment 
460,Frits Goldschmeding ,5.7,88,Netherlands,5.291266,52.132633,temp agency,Service 
460,Ananda Krishnan ,5.7,84,Malaysia,101.975766,4.210484,"telecoms, media, oil-services",Telecom 
460,Joe Mansueto ,5.7,65,United States of America,-95.712891,37.09024,investment research,Finance & Investments 
460,Odd Reitan & family ,5.7,70,Norway,8.468946,60.472024,"retail, real estate",Fashion & Retail 
460,Antony Ressler ,5.7,60,United States of America,-95.712891,37.09024,finance,Finance & Investments 
460,Tang Xiao'ou ,5.7,54,Hong Kong,114.109497,22.396428,software,Technology 
460,Tse Ping ,5.7,70,China,104.195397,35.86166,pharmaceuticals,Healthcare 
460,Ken Xie ,5.7,59,United States of America,-95.712891,37.09024,cybersecurity,Technology 
471,Tilman Fertitta ,5.6,64,United States of America,-95.712891,37.09024,"Houston Rockets, entertainment",Food & Beverage 
471,Prajogo Pangestu ,5.6,77,Indonesia,113.921327,-0.789275,petrochemicals,Diversified 
471,"Edward Roski, Jr. ",5.6,83,United States of America,-95.712891,37.09024,real estate,Real Estate 
471,Teddy Sagi ,5.6,50,Israel,34.851612,31.046051,gambling software,Gambling & Casinos 
471,Thomas Straumann ,5.6,58,Switzerland,8.227512,46.818188,dental implants,Healthcare 
471,David Sun ,5.6,70,United States of America,-95.712891,37.09024,computer hardware,Technology 
471,John Tu ,5.6,80,United States of America,-95.712891,37.09024,computer hardware,Technology 
471,Erich Wesjohann & family ,5.6,76,Germany,10.451526,51.165691,poultry genetics,Food & Beverage 
471,Xu Jinfu ,5.6,58,China,104.195397,35.86166,chemicals,Manufacturing 
480,Alexander Abramov ,5.5,63,Russia,105.318756,61.52401,"steel, mining",Metals & Mining 
480,Neil Bluhm ,5.5,84,United States of America,-95.712891,37.09024,real estate,Real Estate 
480,Don Hankey ,5.5,78,United States of America,-95.712891,37.09024,auto loans,Finance & Investments 
480,Kwee brothers ,5.5,64,Singapore,103.819836,1.352083,Real Estate,Real Estate 
480,Jane Lauder ,5.5,49,United States of America,-95.712891,37.09024,Estée Lauder,Fashion & Retail 
480,Gwendolyn Sontheim Meyer ,5.5,60,United States of America,-95.712891,37.09024,Cargill,Food & Beverage 
